order_id,product_id,product_name,category,quantity,price_per_unit,line_total,sku
ORD000045,PROD008,Linen Notebook,Notebook,3,200.95,602.85,Kd-38029
ORD000046,PROD024,LimeGreen Journal,Journal,1,267.9,267.9,VT-27873
ORD000046,PROD014,DarkBlue Journal,Journal,4,183.85,735.4,Dp-40152
ORD000046,PROD016,LightGoldenRodYellow Journal,Journal,1,157.32,157.32,aO-75690
ORD000046,PROD015,DarkMagenta Planner,Planner,4,168.72,674.88,te-17226
ORD000047,PROD008,Linen Notebook,Notebook,1,200.95,200.95,Kd-38029
ORD000047,PROD001,Azure Journal,Journal,4,244.5,978.0,Yt-75741
ORD000047,PROD022,Green Journal,Journal,3,193.88,581.64,cT-29909
ORD000048,PROD006,Linen Planner,Planner,3,257.23,771.69,HF-35497
ORD000048,PROD021,DodgerBlue Notebook,Notebook,4,261.03,1044.12,ac-47365
ORD000048,PROD023,Chartreuse Notebook,Notebook,1,199.58,199.58,Pt-64761
ORD000048,PROD021,DodgerBlue Notebook,Notebook,1,261.03,261.03,ac-47365
ORD000049,PROD022,Green Journal,Journal,1,193.88,193.88,cT-29909
ORD000049,PROD020,DarkBlue Notebook,Notebook,3,303.02,909.06,kB-53902
ORD000050,PROD012,LightSlateGray Journal,Journal,3,240.87,722.61,xq-26622
ORD000051,PROD021,DodgerBlue Notebook,Notebook,4,261.03,1044.12,ac-47365
ORD000052,PROD009,Ivory Planner,Planner,1,208.84,208.84,sE-48042
ORD000052,PROD003,OliveDrab Planner,Planner,3,198.85,596.55,Ip-25918
ORD000052,PROD012,LightSlateGray Journal,Journal,4,240.87,963.48,xq-26622
ORD000052,PROD016,LightGoldenRodYellow Journal,Journal,1,157.32,157.32,aO-75690
ORD000053,PROD007,FireBrick Journal,Journal,4,180.72,722.88,vz-96571
ORD000054,PROD009,Ivory Planner,Planner,1,208.84,208.84,sE-48042
ORD000054,PROD023,Chartreuse Notebook,Notebook,2,199.58,399.16,Pt-64761
ORD000055,PROD016,LightGoldenRodYellow Journal,Journal,3,157.32,471.96,aO-75690
ORD000055,PROD014,DarkBlue Journal,Journal,4,183.85,735.4,Dp-40152
ORD000056,PROD017,Coral Planner,Planner,3,133.77,401.31,nv-84293
ORD000056,PROD014,DarkBlue Journal,Journal,3,183.85,551.55,Dp-40152
ORD000057,PROD015,DarkMagenta Planner,Planner,3,168.72,506.16,te-17226
ORD000057,PROD019,LemonChiffon Journal,Journal,2,197.31,394.62,YE-59667
ORD000057,PROD010,PeachPuff Notebook,Notebook,2,232.54,465.08,aM-00094
ORD000057,PROD009,Ivory Planner,Planner,2,208.84,417.68,sE-48042
ORD000058,PROD020,DarkBlue Notebook,Notebook,2,303.02,606.04,kB-53902
ORD000058,PROD023,Chartreuse Notebook,Notebook,3,199.58,598.74,Pt-64761
ORD000059,PROD019,LemonChiffon Journal,Journal,2,197.31,394.62,YE-59667
ORD000059,PROD015,DarkMagenta Planner,Planner,3,168.72,506.16,te-17226
ORD000059,PROD012,LightSlateGray Journal,Journal,2,240.87,481.74,xq-26622
ORD000060,PROD018,Wheat Journal,Journal,2,236.52,473.04,KI-47422
ORD000060,PROD018,Wheat Journal,Journal,3,236.52,709.56,KI-47422
ORD000060,PROD004,CornflowerBlue Planner,Planner,1,169.96,169.96,pW-24977
ORD000060,PROD013,DeepSkyBlue Planner,Planner,4,196.71,786.84,dM-03693
ORD000061,PROD021,DodgerBlue Notebook,Notebook,3,261.03,783.09,ac-47365
ORD000061,PROD016,LightGoldenRodYellow Journal,Journal,3,157.32,471.96,aO-75690
ORD000061,PROD025,MediumOrchid Journal,Journal,2,259.02,518.04,Pp-54042
ORD000062,PROD005,PowderBlue Notebook,Notebook,1,190.67,190.67,mO-77244
ORD000063,PROD019,LemonChiffon Journal,Journal,2,197.31,394.62,YE-59667
ORD000063,PROD025,MediumOrchid Journal,Journal,3,259.02,777.06,Pp-54042
ORD000064,PROD011,Coral Planner,Planner,1,139.26,139.26,Ai-65737
ORD000064,PROD022,Green Journal,Journal,3,193.88,581.64,cT-29909
ORD000064,PROD013,DeepSkyBlue Planner,Planner,2,196.71,393.42,dM-03693
ORD000064,PROD023,Chartreuse Notebook,Notebook,4,199.58,798.32,Pt-64761
ORD000065,PROD018,Wheat Journal,Journal,1,236.52,236.52,KI-47422
ORD000065,PROD007,FireBrick Journal,Journal,4,180.72,722.88,vz-96571
ORD000065,PROD024,LimeGreen Journal,Journal,4,267.9,1071.6,VT-27873
ORD000065,PROD015,DarkMagenta Planner,Planner,3,168.72,506.16,te-17226
ORD000066,PROD005,PowderBlue Notebook,Notebook,2,190.67,381.34,mO-77244
ORD000067,PROD003,OliveDrab Planner,Planner,1,198.85,198.85,Ip-25918
ORD000067,PROD014,DarkBlue Journal,Journal,3,183.85,551.55,Dp-40152
ORD000067,PROD014,DarkBlue Journal,Journal,2,183.85,367.7,Dp-40152
ORD000067,PROD018,Wheat Journal,Journal,4,236.52,946.08,KI-47422
ORD000068,PROD002,Gainsboro Notebook,Notebook,3,271.0,813.0,Ak-48739
ORD000068,PROD019,LemonChiffon Journal,Journal,3,197.31,591.93,YE-59667
ORD000068,PROD016,LightGoldenRodYellow Journal,Journal,4,157.32,629.28,aO-75690
ORD000068,PROD008,Linen Notebook,Notebook,1,200.95,200.95,Kd-38029
ORD000069,PROD004,CornflowerBlue Planner,Planner,3,169.96,509.88,pW-24977
ORD000069,PROD014,DarkBlue Journal,Journal,2,183.85,367.7,Dp-40152
ORD000069,PROD016,LightGoldenRodYellow Journal,Journal,2,157.32,314.64,aO-75690
ORD000069,PROD001,Azure Journal,Journal,1,244.5,244.5,Yt-75741
ORD000070,PROD021,DodgerBlue Notebook,Notebook,4,261.03,1044.12,ac-47365
ORD000070,PROD023,Chartreuse Notebook,Notebook,1,199.58,199.58,Pt-64761
ORD000070,PROD012,LightSlateGray Journal,Journal,1,240.87,240.87,xq-26622
ORD000071,PROD012,LightSlateGray Journal,Journal,2,240.87,481.74,xq-26622
ORD000071,PROD002,Gainsboro Notebook,Notebook,3,271.0,813.0,Ak-48739
ORD000072,PROD017,Coral Planner,Planner,2,133.77,267.54,nv-84293
ORD000073,PROD009,Ivory Planner,Planner,3,208.84,626.52,sE-48042
ORD000073,PROD004,CornflowerBlue Planner,Planner,3,169.96,509.88,pW-24977
ORD000073,PROD005,PowderBlue Notebook,Notebook,1,190.67,190.67,mO-77244
ORD000074,PROD004,CornflowerBlue Planner,Planner,2,169.96,339.92,pW-24977
ORD000074,PROD005,PowderBlue Notebook,Notebook,2,190.67,381.34,mO-77244
ORD000075,PROD001,Azure Journal,Journal,4,244.5,978.0,Yt-75741
ORD000075,PROD012,LightSlateGray Journal,Journal,3,240.87,722.61,xq-26622
ORD000076,PROD008,Linen Notebook,Notebook,2,200.95,401.9,Kd-38029
ORD000077,PROD014,DarkBlue Journal,Journal,1,183.85,183.85,Dp-40152
ORD000078,PROD016,LightGoldenRodYellow Journal,Journal,1,157.32,157.32,aO-75690
ORD000079,PROD020,DarkBlue Notebook,Notebook,2,303.02,606.04,kB-53902
ORD000080,PROD019,LemonChiffon Journal,Journal,3,197.31,591.93,YE-59667
ORD000080,PROD012,LightSlateGray Journal,Journal,2,240.87,481.74,xq-26622
ORD000080,PROD017,Coral Planner,Planner,2,133.77,267.54,nv-84293
ORD000081,PROD006,Linen Planner,Planner,1,257.23,257.23,HF-35497
ORD000081,PROD024,LimeGreen Journal,Journal,1,267.9,267.9,VT-27873
ORD000081,PROD007,FireBrick Journal,Journal,4,180.72,722.88,vz-96571
ORD000082,PROD013,DeepSkyBlue Planner,Planner,4,196.71,786.84,dM-03693
ORD000082,PROD007,FireBrick Journal,Journal,2,180.72,361.44,vz-96571
ORD000082,PROD014,DarkBlue Journal,Journal,1,183.85,183.85,Dp-40152
ORD000083,PROD023,Chartreuse Notebook,Notebook,3,199.58,598.74,Pt-64761
ORD000083,PROD018,Wheat Journal,Journal,1,236.52,236.52,KI-47422
ORD000083,PROD003,OliveDrab Planner,Planner,3,198.85,596.55,Ip-25918
ORD000084,PROD008,Linen Notebook,Notebook,4,200.95,803.8,Kd-38029
ORD000084,PROD010,PeachPuff Notebook,Notebook,4,232.54,930.16,aM-00094
ORD000084,PROD007,FireBrick Journal,Journal,1,180.72,180.72,vz-96571
ORD000084,PROD016,LightGoldenRodYellow Journal,Journal,3,157.32,471.96,aO-75690
ORD000085,PROD004,CornflowerBlue Planner,Planner,2,169.96,339.92,pW-24977
ORD000086,PROD007,FireBrick Journal,Journal,4,180.72,722.88,vz-96571
ORD000086,PROD004,CornflowerBlue Planner,Planner,2,169.96,339.92,pW-24977
ORD000086,PROD014,DarkBlue Journal,Journal,4,183.85,735.4,Dp-40152
ORD000087,PROD016,LightGoldenRodYellow Journal,Journal,3,157.32,471.96,aO-75690
ORD000087,PROD005,PowderBlue Notebook,Notebook,4,190.67,762.68,mO-77244
ORD000087,PROD004,CornflowerBlue Planner,Planner,1,169.96,169.96,pW-24977
ORD000087,PROD009,Ivory Planner,Planner,4,208.84,835.36,sE-48042
ORD000088,PROD016,LightGoldenRodYellow Journal,Journal,1,157.32,157.32,aO-75690
ORD000089,PROD022,Green Journal,Journal,4,193.88,775.52,cT-29909
ORD000090,PROD018,Wheat Journal,Journal,1,236.52,236.52,KI-47422
ORD000090,PROD025,MediumOrchid Journal,Journal,1,259.02,259.02,Pp-54042
ORD000090,PROD014,DarkBlue Journal,Journal,1,183.85,183.85,Dp-40152
ORD000091,PROD023,Chartreuse Notebook,Notebook,2,199.58,399.16,Pt-64761
ORD000091,PROD016,LightGoldenRodYellow Journal,Journal,4,157.32,629.28,aO-75690
ORD000091,PROD005,PowderBlue Notebook,Notebook,3,190.67,572.01,mO-77244
ORD000092,PROD016,LightGoldenRodYellow Journal,Journal,2,157.32,314.64,aO-75690
ORD000092,PROD017,Coral Planner,Planner,1,133.77,133.77,nv-84293
ORD000092,PROD013,DeepSkyBlue Planner,Planner,3,196.71,590.13,dM-03693
ORD000092,PROD016,LightGoldenRodYellow Journal,Journal,4,157.32,629.28,aO-75690
ORD000093,PROD012,LightSlateGray Journal,Journal,3,240.87,722.61,xq-26622
ORD000093,PROD024,LimeGreen Journal,Journal,1,267.9,267.9,VT-27873
ORD000094,PROD014,DarkBlue Journal,Journal,3,183.85,551.55,Dp-40152
ORD000094,PROD002,Gainsboro Notebook,Notebook,2,271.0,542.0,Ak-48739
ORD000094,PROD008,Linen Notebook,Notebook,2,200.95,401.9,Kd-38029
ORD000095,PROD001,Azure Journal,Journal,3,244.5,733.5,Yt-75741
ORD000095,PROD002,Gainsboro Notebook,Notebook,4,271.0,1084.0,Ak-48739
ORD000096,PROD011,Coral Planner,Planner,4,139.26,557.04,Ai-65737
ORD000097,PROD016,LightGoldenRodYellow Journal,Journal,3,157.32,471.96,aO-75690
ORD000097,PROD006,Linen Planner,Planner,3,257.23,771.69,HF-35497
ORD000097,PROD012,LightSlateGray Journal,Journal,4,240.87,963.48,xq-26622
ORD000098,PROD008,Linen Notebook,Notebook,1,200.95,200.95,Kd-38029
ORD000098,PROD023,Chartreuse Notebook,Notebook,1,199.58,199.58,Pt-64761
ORD000098,PROD019,LemonChiffon Journal,Journal,3,197.31,591.93,YE-59667
ORD000098,PROD009,Ivory Planner,Planner,1,208.84,208.84,sE-48042
ORD000099,PROD017,Coral Planner,Planner,3,133.77,401.31,nv-84293
ORD000099,PROD014,DarkBlue Journal,Journal,3,183.85,551.55,Dp-40152
ORD000099,PROD007,FireBrick Journal,Journal,4,180.72,722.88,vz-96571
ORD000100,PROD019,LemonChiffon Journal,Journal,4,197.31,789.24,YE-59667
ORD000100,PROD007,FireBrick Journal,Journal,4,180.72,722.88,vz-96571
ORD000101,PROD008,Linen Notebook,Notebook,2,200.95,401.9,Kd-38029
ORD000101,PROD024,LimeGreen Journal,Journal,3,267.9,803.7,VT-27873
ORD000102,PROD010,PeachPuff Notebook,Notebook,2,232.54,465.08,aM-00094
ORD000102,PROD009,Ivory Planner,Planner,2,208.84,417.68,sE-48042
ORD000102,PROD013,DeepSkyBlue Planner,Planner,2,196.71,393.42,dM-03693
ORD000103,PROD018,Wheat Journal,Journal,4,236.52,946.08,KI-47422
ORD000103,PROD014,DarkBlue Journal,Journal,1,183.85,183.85,Dp-40152
ORD000103,PROD007,FireBrick Journal,Journal,2,180.72,361.44,vz-96571
ORD000103,PROD009,Ivory Planner,Planner,2,208.84,417.68,sE-48042
ORD000104,PROD001,Azure Journal,Journal,1,244.5,244.5,Yt-75741
ORD000104,PROD003,OliveDrab Planner,Planner,3,198.85,596.55,Ip-25918
ORD000104,PROD020,DarkBlue Notebook,Notebook,3,303.02,909.06,kB-53902
ORD000104,PROD003,OliveDrab Planner,Planner,4,198.85,795.4,Ip-25918
ORD000105,PROD008,Linen Notebook,Notebook,1,200.95,200.95,Kd-38029
ORD000105,PROD019,LemonChiffon Journal,Journal,1,197.31,197.31,YE-59667
ORD000106,PROD025,MediumOrchid Journal,Journal,3,259.02,777.06,Pp-54042
ORD000107,PROD006,Linen Planner,Planner,2,257.23,514.46,HF-35497
ORD000108,PROD023,Chartreuse Notebook,Notebook,1,199.58,199.58,Pt-64761
ORD000108,PROD011,Coral Planner,Planner,4,139.26,557.04,Ai-65737
ORD000108,PROD016,LightGoldenRodYellow Journal,Journal,2,157.32,314.64,aO-75690
ORD000109,PROD001,Azure Journal,Journal,1,244.5,244.5,Yt-75741
ORD000109,PROD024,LimeGreen Journal,Journal,1,267.9,267.9,VT-27873
ORD000109,PROD023,Chartreuse Notebook,Notebook,2,199.58,399.16,Pt-64761
ORD000110,PROD015,DarkMagenta Planner,Planner,4,168.72,674.88,te-17226
ORD000110,PROD001,Azure Journal,Journal,4,244.5,978.0,Yt-75741
ORD000111,PROD010,PeachPuff Notebook,Notebook,2,232.54,465.08,aM-00094
ORD000111,PROD006,Linen Planner,Planner,4,257.23,1028.92,HF-35497
ORD000112,PROD016,LightGoldenRodYellow Journal,Journal,4,157.32,629.28,aO-75690
ORD000112,PROD011,Coral Planner,Planner,4,139.26,557.04,Ai-65737
ORD000112,PROD004,CornflowerBlue Planner,Planner,2,169.96,339.92,pW-24977
ORD000112,PROD023,Chartreuse Notebook,Notebook,3,199.58,598.74,Pt-64761
ORD000113,PROD021,DodgerBlue Notebook,Notebook,2,261.03,522.06,ac-47365
ORD000114,PROD019,LemonChiffon Journal,Journal,1,197.31,197.31,YE-59667
ORD000114,PROD004,CornflowerBlue Planner,Planner,2,169.96,339.92,pW-24977
ORD000114,PROD008,Linen Notebook,Notebook,2,200.95,401.9,Kd-38029
ORD000115,PROD009,Ivory Planner,Planner,2,208.84,417.68,sE-48042
ORD000115,PROD022,Green Journal,Journal,3,193.88,581.64,cT-29909
ORD000116,PROD019,LemonChiffon Journal,Journal,2,197.31,394.62,YE-59667
ORD000116,PROD001,Azure Journal,Journal,1,244.5,244.5,Yt-75741
ORD000116,PROD018,Wheat Journal,Journal,2,236.52,473.04,KI-47422
ORD000116,PROD003,OliveDrab Planner,Planner,4,198.85,795.4,Ip-25918
ORD000117,PROD005,PowderBlue Notebook,Notebook,1,190.67,190.67,mO-77244
ORD000117,PROD012,LightSlateGray Journal,Journal,2,240.87,481.74,xq-26622
ORD000117,PROD019,LemonChiffon Journal,Journal,1,197.31,197.31,YE-59667
ORD000118,PROD023,Chartreuse Notebook,Notebook,2,199.58,399.16,Pt-64761
ORD000118,PROD007,FireBrick Journal,Journal,3,180.72,542.16,vz-96571
ORD000119,PROD010,PeachPuff Notebook,Notebook,2,232.54,465.08,aM-00094
ORD000119,PROD014,DarkBlue Journal,Journal,2,183.85,367.7,Dp-40152
ORD000120,PROD008,Linen Notebook,Notebook,3,200.95,602.85,Kd-38029
ORD000120,PROD019,LemonChiffon Journal,Journal,4,197.31,789.24,YE-59667
ORD000120,PROD003,OliveDrab Planner,Planner,1,198.85,198.85,Ip-25918
ORD000120,PROD016,LightGoldenRodYellow Journal,Journal,2,157.32,314.64,aO-75690
ORD000121,PROD003,OliveDrab Planner,Planner,1,198.85,198.85,Ip-25918
ORD000121,PROD018,Wheat Journal,Journal,1,236.52,236.52,KI-47422
ORD000121,PROD002,Gainsboro Notebook,Notebook,3,271.0,813.0,Ak-48739
ORD000122,PROD010,PeachPuff Notebook,Notebook,4,232.54,930.16,aM-00094
ORD000122,PROD022,Green Journal,Journal,3,193.88,581.64,cT-29909
ORD000122,PROD005,PowderBlue Notebook,Notebook,1,190.67,190.67,mO-77244
ORD000122,PROD019,LemonChiffon Journal,Journal,2,197.31,394.62,YE-59667
ORD000123,PROD023,Chartreuse Notebook,Notebook,4,199.58,798.32,Pt-64761
ORD000123,PROD005,PowderBlue Notebook,Notebook,3,190.67,572.01,mO-77244
ORD000123,PROD004,CornflowerBlue Planner,Planner,3,169.96,509.88,pW-24977
ORD000124,PROD009,Ivory Planner,Planner,3,208.84,626.52,sE-48042
ORD000124,PROD017,Coral Planner,Planner,3,133.77,401.31,nv-84293
ORD000124,PROD014,DarkBlue Journal,Journal,2,183.85,367.7,Dp-40152
ORD000125,PROD002,Gainsboro Notebook,Notebook,2,271.0,542.0,Ak-48739
ORD000125,PROD005,PowderBlue Notebook,Notebook,1,190.67,190.67,mO-77244
ORD000125,PROD008,Linen Notebook,Notebook,2,200.95,401.9,Kd-38029
ORD000125,PROD002,Gainsboro Notebook,Notebook,4,271.0,1084.0,Ak-48739
ORD000126,PROD002,Gainsboro Notebook,Notebook,4,271.0,1084.0,Ak-48739
ORD000126,PROD012,LightSlateGray Journal,Journal,4,240.87,963.48,xq-26622
ORD000126,PROD015,DarkMagenta Planner,Planner,4,168.72,674.88,te-17226
ORD000126,PROD004,CornflowerBlue Planner,Planner,2,169.96,339.92,pW-24977
ORD000127,PROD019,LemonChiffon Journal,Journal,2,197.31,394.62,YE-59667
ORD000127,PROD019,LemonChiffon Journal,Journal,1,197.31,197.31,YE-59667
ORD000127,PROD017,Coral Planner,Planner,2,133.77,267.54,nv-84293
ORD000128,PROD010,PeachPuff Notebook,Notebook,1,232.54,232.54,aM-00094
ORD000129,PROD015,DarkMagenta Planner,Planner,3,168.72,506.16,te-17226
ORD000129,PROD020,DarkBlue Notebook,Notebook,1,303.02,303.02,kB-53902
ORD000129,PROD011,Coral Planner,Planner,1,139.26,139.26,Ai-65737
ORD000129,PROD021,DodgerBlue Notebook,Notebook,4,261.03,1044.12,ac-47365
